49.0,1294.0,75.0
198.0,822.0,14.0
1345.0,673.0,28.0
781.0,74.0,24.0
1437.0,735.0,19.0
842.0,1501.0,87.0
1308.0,1399.0,23.0
1083.0,692.0,72.0
1953.0,1236.0,31.0
723.0,659.0,1.0
59.0,43.0,14.0
612.0,545.0,95.0
1749.0,1807.0,38.0
641.0,433.0,3.0
1132.0,1884.0,89.0
1715.0,140.0,40.0
1215.0,564.0,89.0
246.0,1810.0,73.0
1914.0,1600.0,81.0
979.0,639.0,1.0
1101.0,700.0,26.0
44.0,1567.0,96.0
1039.0,391.0,18.0
128.0,896.0,17.0
1350.0,850.0,36.0
896.0,1796.0,13.0
167.0,1907.0,73.0
984.0,1487.0,3.0
1991.0,1361.0,57.0
834.0,1452.0,75.0
686.0,1668.0,16.0
1158.0,333.0,35.0
989.0,282.0,90.0
775.0,1184.0,82.0
498.0,641.0,30.0
1843.0,129.0,43.0
1352.0,54.0,71.0
860.0,85.0,88.0
1706.0,328.0,39.0
1741.0,1763.0,60.0
1410.0,810.0,78.0
185.0,502.0,79.0
202.0,1438.0,86.0
1046.0,439.0,80.0
159.0,453.0,34.0
1112.0,1876.0,50.0
372.0,836.0,56.0
110.0,729.0,66.0
1770.0,108.0,50.0
1500.0,1014.0,17.0
1277.0,1908.0,52.0
6.0,101.0,38.0
720.0,68.0,23.0
1267.0,1062.0,80.0
390.0,1746.0,36.0
1032.0,539.0,75.0
1198.0,1284.0,51.0
462.0,904.0,40.0
1330.0,1075.0,19.0
1059.0,1066.0,63.0
474.0,595.0,49.0
1254.0,1945.0,81.0
9.0,1806.0,34.0
1693.0,1832.0,59.0
1675.0,977.0,9.0
696.0,289.0,4.0
1719.0,263.0,11.0
1416.0,1496.0,13.0
1921.0,1699.0,25.0
127.0,1508.0,94.0
571.0,213.0,30.0
1758.0,800.0,47.0
1273.0,1543.0,70.0
196.0,220.0,64.0
140.0,1936.0,4.0
826.0,1133.0,41.0
123.0,680.0,16.0
238.0,294.0,42.0
1039.0,971.0,74.0
1370.0,1189.0,98.0
1107.0,1474.0,28.0
581.0,8.0,62.0
1941.0,1362.0,63.0
456.0,1433.0,27.0
273.0,784.0,91.0
1988.0,963.0,41.0
1826.0,1229.0,21.0
512.0,992.0,89.0
82.0,183.0,95.0
1258.0,224.0,13.0
787.0,1882.0,62.0
762.0,1013.0,49.0
832.0,1457.0,46.0
442.0,1519.0,34.0
1681.0,864.0,5.0
641.0,146.0,34.0
1860.0,1765.0,30.0
198.0,926.0,65.0
1224.0,1202.0,73.0
644.0,634.0,70.0
1763.0,653.0,44.0
925.0,576.0,62.0
569.0,1732.0,41.0
66.0,138.0,74.0
632.0,589.0,37.0
1308.0,547.0,68.0
868.0,945.0,86.0
884.0,790.0,30.0
656.0,1799.0,16.0
391.0,17.0,73.0
1431.0,1472.0,27.0
41.0,1858.0,69.0
1694.0,641.0,69.0
249.0,1107.0,22.0
1425.0,437.0,12.0
1304.0,1304.0,84.0
1500.0,1307.0,5.0
1741.0,453.0,31.0
542.0,758.0,95.0
1559.0,1722.0,32.0
1815.0,651.0,71.0
1767.0,1402.0,96.0
829.0,100.0,47.0
670.0,1039.0,28.0
564.0,688.0,71.0
1134.0,1878.0,39.0
1131.0,1080.0,46.0
1658.0,598.0,74.0
